Time_Step,UAV_ID,BaseStation,Channel,SIR,Label
9,358504473,-1,-1,-1.0,4
10,2002096497,-1,-1,-1.0,4
10,2002096497,-1,-1,-1.0,4
10,1201743363,-1,-1,-1.0,4
10,1201743363,-1,-1,-1.0,4
10,1245268568,-1,-1,-1.0,4
10,1245268568,-1,-1,-1.0,4
10,358504473,-1,-1,-1.0,4
10,358504473,-1,-1,-1.0,4
11,1245268568,-1,-1,-1.0,4
11,1245268568,-1,-1,-1.0,4
11,1201743363,-1,-1,-1.0,4
11,1201743363,-1,-1,-1.0,4
11,2002096497,-1,-1,-1.0,4
11,2002096497,-1,-1,-1.0,4
11,358504473,-1,-1,-1.0,4
11,358504473,-1,-1,-1.0,4
12,2002096497,-1,-1,-1.0,4
12,2002096497,-1,-1,-1.0,4
12,358504473,-1,-1,-1.0,4
12,358504473,-1,-1,-1.0,4
12,1201743363,-1,-1,-1.0,4
12,1201743363,-1,-1,-1.0,4
12,1245268568,-1,-1,-1.0,4
12,1245268568,-1,-1,-1.0,4
13,358504473,-1,-1,-1.0,2
13,358504473,-1,-1,-1.0,2
13,289178743,-1,-1,-1.0,2
13,289178743,-1,-1,-1.0,2
13,2002096497,-1,-1,-1.0,4
13,2002096497,-1,-1,-1.0,4
13,1201743363,-1,-1,-1.0,4
13,1201743363,-1,-1,-1.0,4
13,1245268568,-1,-1,-1.0,4
13,1245268568,-1,-1,-1.0,4
14,289178743,-1,-1,-1.0,4
14,289178743,-1,-1,-1.0,4
14,1245268568,-1,-1,-1.0,2
14,1245268568,-1,-1,-1.0,2
14,358504473,-1,-1,-1.0,4
14,358504473,-1,-1,-1.0,4
14,2002096497,-1,-1,-1.0,2
14,2002096497,-1,-1,-1.0,2
14,1201743363,-1,-1,-1.0,4
14,1201743363,-1,-1,-1.0,4
15,289178743,-1,-1,-1.0,4
15,289178743,-1,-1,-1.0,4
15,2002096497,-1,-1,-1.0,4
15,2002096497,-1,-1,-1.0,4
15,358504473,-1,-1,-1.0,4
15,1201743363,-1,-1,-1.0,2
15,1201743363,-1,-1,-1.0,2
15,1245268568,-1,-1,-1.0,4
15,1245268568,-1,-1,-1.0,4
16,358504473,-1,-1,-1.0,4
16,1201743363,-1,-1,-1.0,4
16,1201743363,-1,-1,-1.0,4
16,289178743,-1,-1,-1.0,4
16,289178743,-1,-1,-1.0,4
16,1245268568,-1,-1,-1.0,4
16,1245268568,-1,-1,-1.0,4
16,2002096497,-1,-1,-1.0,4
16,2002096497,-1,-1,-1.0,4
17,289178743,-1,-1,-1.0,4
17,289178743,-1,-1,-1.0,4
17,358504473,-1,-1,-1.0,4
17,1201743363,-1,-1,-1.0,4
17,1201743363,-1,-1,-1.0,4
17,2002096497,-1,-1,-1.0,4
17,2002096497,-1,-1,-1.0,4
17,1245268568,-1,-1,-1.0,4
18,1201743363,-1,-1,-1.0,4
18,1201743363,-1,-1,-1.0,4
18,1245268568,-1,-1,-1.0,4
18,1245268568,-1,-1,-1.0,4
18,358504473,-1,-1,-1.0,4
18,2002096497,-1,-1,-1.0,4
18,2002096497,-1,-1,-1.0,4
18,289178743,-1,-1,-1.0,4
18,289178743,-1,-1,-1.0,4
19,358504473,-1,-1,-1.0,2
19,289178743,-1,-1,-1.0,2
19,289178743,-1,-1,-1.0,2
19,1201743363,-1,-1,-1.0,4
19,1201743363,-1,-1,-1.0,4
19,1245268568,-1,-1,-1.0,4
19,1245268568,-1,-1,-1.0,4
19,2002096497,-1,-1,-1.0,4
19,2002096497,-1,-1,-1.0,4
20,1245268568,-1,-1,-1.0,2
20,1245268568,-1,-1,-1.0,2
20,2002096497,-1,-1,-1.0,2
20,2002096497,-1,-1,-1.0,2
20,1201743363,-1,-1,-1.0,4
20,1201743363,-1,-1,-1.0,4
20,358504473,-1,-1,-1.0,4
20,358504473,-1,-1,-1.0,4
20,289178743,-1,-1,-1.0,4
20,289178743,-1,-1,-1.0,4
21,358504473,-1,-1,-1.0,4
21,358504473,-1,-1,-1.0,4
21,2002096497,-1,-1,-1.0,4
21,2002096497,-1,-1,-1.0,4
21,1245268568,-1,-1,-1.0,4
21,1245268568,-1,-1,-1.0,4
21,289178743,-1,-1,-1.0,4
21,289178743,-1,-1,-1.0,4
21,1201743363,-1,-1,-1.0,2
21,1201743363,-1,-1,-1.0,2
22,1201743363,-1,-1,-1.0,4
22,289178743,-1,-1,-1.0,4
22,289178743,-1,-1,-1.0,4
22,358504473,-1,-1,-1.0,4
22,358504473,-1,-1,-1.0,4
22,2002096497,-1,-1,-1.0,4
22,2002096497,-1,-1,-1.0,4
22,1245268568,-1,-1,-1.0,4
22,1245268568,-1,-1,-1.0,4
23,2002096497,-1,-1,-1.0,4
23,2002096497,-1,-1,-1.0,4
23,1201743363,-1,-1,-1.0,4
23,1245268568,-1,-1,-1.0,4
23,358504473,-1,-1,-1.0,4
23,358504473,-1,-1,-1.0,4
23,289178743,-1,-1,-1.0,4
23,289178743,-1,-1,-1.0,4
24,1245268568,-1,-1,-1.0,4
24,1245268568,-1,-1,-1.0,4
24,358504473,-1,-1,-1.0,4
24,358504473,-1,-1,-1.0,4
24,1201743363,-1,-1,-1.0,4
24,1600338285,-1,-1,-1.0,2
24,1600338285,-1,-1,-1.0,2
24,289178743,-1,-1,-1.0,4
24,289178743,-1,-1,-1.0,4
24,2002096497,-1,-1,-1.0,4
24,2002096497,-1,-1,-1.0,4
25,1201743363,-1,-1,-1.0,4
25,1245268568,-1,-1,-1.0,4
25,1245268568,-1,-1,-1.0,4
25,358504473,-1,-1,-1.0,2
25,358504473,-1,-1,-1.0,2
25,289178743,-1,-1,-1.0,2
25,289178743,-1,-1,-1.0,2
25,1600338285,-1,-1,-1.0,4
25,1600338285,-1,-1,-1.0,4
25,2002096497,-1,-1,-1.0,4
25,2002096497,-1,-1,-1.0,4
26,358504473,-1,-1,-1.0,4
26,358504473,-1,-1,-1.0,4
26,1600338285,-1,-1,-1.0,4
26,1600338285,-1,-1,-1.0,4
26,2002096497,-1,-1,-1.0,2
26,1201743363,-1,-1,-1.0,4
26,289178743,-1,-1,-1.0,4
26,289178743,-1,-1,-1.0,4
26,1245268568,-1,-1,-1.0,2
26,1245268568,-1,-1,-1.0,2
27,2002096497,-1,-1,-1.0,4
27,1245268568,-1,-1,-1.0,4
27,1245268568,-1,-1,-1.0,4
27,1201743363,-1,-1,-1.0,2
27,1201743363,-1,-1,-1.0,2
27,1600338285,-1,-1,-1.0,4
27,1600338285,-1,-1,-1.0,4
27,358504473,-1,-1,-1.0,4
27,358504473,-1,-1,-1.0,4
27,289178743,-1,-1,-1.0,4
27,289178743,-1,-1,-1.0,4
28,289178743,-1,-1,-1.0,4
28,289178743,-1,-1,-1.0,4
28,1245268568,-1,-1,-1.0,4
28,1245268568,-1,-1,-1.0,4
28,2002096497,-1,-1,-1.0,4
28,1201743363,-1,-1,-1.0,4
28,1201743363,-1,-1,-1.0,4
28,1600338285,-1,-1,-1.0,4
28,358504473,-1,-1,-1.0,4
28,358504473,-1,-1,-1.0,4
29,1600338285,-1,-1,-1.0,4
29,289178743,-1,-1,-1.0,4
29,289178743,-1,-1,-1.0,4
29,327770267,-1,-1,-1.0,2
29,327770267,-1,-1,-1.0,2
29,2002096497,-1,-1,-1.0,4
29,1245268568,-1,-1,-1.0,4
29,358504473,-1,-1,-1.0,4
29,358504473,-1,-1,-1.0,4
29,1201743363,-1,-1,-1.0,4
29,1201743363,-1,-1,-1.0,4
30,358504473,-1,-1,-1.0,4
30,358504473,-1,-1,-1.0,4
30,1201743363,-1,-1,-1.0,4
30,1201743363,-1,-1,-1.0,4
30,327770267,-1,-1,-1.0,4
30,327770267,-1,-1,-1.0,4
30,289178743,-1,-1,-1.0,4
30,289178743,-1,-1,-1.0,4
30,1600338285,-1,-1,-1.0,2
30,1245268568,-1,-1,-1.0,4
30,1245268568,-1,-1,-1.0,4
30,2002096497,-1,-1,-1.0,4
31,2002096497,-1,-1,-1.0,4
31,2002096497,-1,-1,-1.0,4
31,1245268568,-1,-1,-1.0,4
31,1245268568,-1,-1,-1.0,4
31,1600338285,-1,-1,-1.0,4
31,1201743363,-1,-1,-1.0,4
31,1201743363,-1,-1,-1.0,4
31,327770267,-1,-1,-1.0,4
31,327770267,-1,-1,-1.0,4
31,289178743,-1,-1,-1.0,2
31,289178743,-1,-1,-1.0,2
31,358504473,-1,-1,-1.0,2
31,358504473,-1,-1,-1.0,2
32,358504473,-1,-1,-1.0,4
32,358504473,-1,-1,-1.0,4
32,1201743363,-1,-1,-1.0,4
32,1201743363,-1,-1,-1.0,4
32,2002096497,-1,-1,-1.0,2
32,2002096497,-1,-1,-1.0,2
32,1600338285,-1,-1,-1.0,4
32,289178743,-1,-1,-1.0,4
32,289178743,-1,-1,-1.0,4
32,327770267,-1,-1,-1.0,4
32,327770267,-1,-1,-1.0,4
32,1245268568,-1,-1,-1.0,2
32,1245268568,-1,-1,-1.0,2
33,1245268568,-1,-1,-1.0,4
33,1245268568,-1,-1,-1.0,4
33,1201743363,-1,-1,-1.0,2
33,1201743363,-1,-1,-1.0,2
33,1600338285,-1,-1,-1.0,4
33,1600338285,-1,-1,-1.0,4
33,358504473,-1,-1,-1.0,4
33,358504473,-1,-1,-1.0,4
33,289178743,-1,-1,-1.0,4
33,289178743,-1,-1,-1.0,4
33,327770267,-1,-1,-1.0,4
33,327770267,-1,-1,-1.0,4
33,2002096497,-1,-1,-1.0,4
33,2002096497,-1,-1,-1.0,4
34,325223224,-1,-1,-1.0,2
34,325223224,-1,-1,-1.0,2
34,2002096497,-1,-1,-1.0,4
34,2002096497,-1,-1,-1.0,4
34,358504473,-1,-1,-1.0,4
34,358504473,-1,-1,-1.0,4
34,289178743,-1,-1,-1.0,4
34,289178743,-1,-1,-1.0,4
34,1245268568,-1,-1,-1.0,4
34,1600338285,-1,-1,-1.0,4
34,1600338285,-1,-1,-1.0,4
34,327770267,-1,-1,-1.0,4
34,327770267,-1,-1,-1.0,4
34,1201743363,-1,-1,-1.0,4
34,1201743363,-1,-1,-1.0,4
35,1711845919,-1,-1,-1.0,2
35,1711845919,-1,-1,-1.0,2
35,1201743363,-1,-1,-1.0,4
35,1201743363,-1,-1,-1.0,4
35,1245268568,-1,-1,-1.0,4
35,1245268568,-1,-1,-1.0,4
35,1600338285,-1,-1,-1.0,4
35,1600338285,-1,-1,-1.0,4
35,2002096497,-1,-1,-1.0,4
35,2002096497,-1,-1,-1.0,4
35,358504473,-1,-1,-1.0,4
35,358504473,-1,-1,-1.0,4
35,325223224,-1,-1,-1.0,4
35,325223224,-1,-1,-1.0,4
35,289178743,-1,-1,-1.0,4
35,289178743,-1,-1,-1.0,4
35,327770267,-1,-1,-1.0,2
35,327770267,-1,-1,-1.0,2
36,1711845919,-1,-1,-1.0,4
36,1711845919,-1,-1,-1.0,4
36,289178743,-1,-1,-1.0,4
36,289178743,-1,-1,-1.0,4
36,1600338285,-1,-1,-1.0,2
36,1600338285,-1,-1,-1.0,2
36,2002096497,-1,-1,-1.0,4
36,2002096497,-1,-1,-1.0,4
36,325223224,-1,-1,-1.0,4
36,325223224,-1,-1,-1.0,4
36,358504473,-1,-1,-1.0,4
36,358504473,-1,-1,-1.0,4
36,327770267,-1,-1,-1.0,4
36,327770267,-1,-1,-1.0,4
36,1245268568,-1,-1,-1.0,4
36,1245268568,-1,-1,-1.0,4
36,1201743363,-1,-1,-1.0,4
37,1711845919,-1,-1,-1.0,4
37,1711845919,-1,-1,-1.0,4
37,358504473,-1,-1,-1.0,2
37,358504473,-1,-1,-1.0,2
37,1245268568,-1,-1,-1.0,4
37,1245268568,-1,-1,-1.0,4
37,2002096497,-1,-1,-1.0,4
37,2002096497,-1,-1,-1.0,4
37,1201743363,-1,-1,-1.0,4
37,1201743363,-1,-1,-1.0,4
37,1600338285,-1,-1,-1.0,4
37,1600338285,-1,-1,-1.0,4
37,289178743,-1,-1,-1.0,2
37,289178743,-1,-1,-1.0,2
37,327770267,-1,-1,-1.0,4
37,327770267,-1,-1,-1.0,4
37,325223224,-1,-1,-1.0,4
37,325223224,-1,-1,-1.0,4
38,1600338285,-1,-1,-1.0,4
38,1600338285,-1,-1,-1.0,4
38,289178743,-1,-1,-1.0,4
38,289178743,-1,-1,-1.0,4
38,327770267,-1,-1,-1.0,4
38,327770267,-1,-1,-1.0,4
38,325223224,-1,-1,-1.0,4
38,325223224,-1,-1,-1.0,4
38,1711845919,-1,-1,-1.0,4
38,1711845919,-1,-1,-1.0,4
38,2002096497,-1,-1,-1.0,2
38,2002096497,-1,-1,-1.0,2
38,1245268568,-1,-1,-1.0,2
38,1245268568,-1,-1,-1.0,2
38,358504473,-1,-1,-1.0,4
38,358504473,-1,-1,-1.0,4
38,1201743363,-1,-1,-1.0,4
38,1201743363,-1,-1,-1.0,4
39,1201743363,-1,-1,-1.0,2
39,1201743363,-1,-1,-1.0,2
39,358504473,-1,-1,-1.0,4
39,358504473,-1,-1,-1.0,4
39,1245268568,-1,-1,-1.0,4
39,1245268568,-1,-1,-1.0,4
39,325223224,-1,-1,-1.0,4
39,325223224,-1,-1,-1.0,4
39,2002096497,-1,-1,-1.0,4
39,2002096497,-1,-1,-1.0,4
39,327770267,-1,-1,-1.0,4
39,327770267,-1,-1,-1.0,4
39,1711845919,-1,-1,-1.0,4
39,1711845919,-1,-1,-1.0,4
39,1600338285,-1,-1,-1.0,4
39,1600338285,-1,-1,-1.0,4
39,289178743,-1,-1,-1.0,4
39,289178743,-1,-1,-1.0,4
40,2002096497,-1,-1,-1.0,4
40,2002096497,-1,-1,-1.0,4
40,1711845919,-1,-1,-1.0,4
40,1711845919,-1,-1,-1.0,4
40,1245268568,-1,-1,-1.0,4
40,1245268568,-1,-1,-1.0,4
40,1201743363,-1,-1,-1.0,4
40,1201743363,-1,-1,-1.0,4
40,327770267,-1,-1,-1.0,4
40,327770267,-1,-1,-1.0,4
40,358504473,-1,-1,-1.0,4
40,289178743,-1,-1,-1.0,4
40,289178743,-1,-1,-1.0,4
40,325223224,-1,-1,-1.0,2
40,325223224,-1,-1,-1.0,2
40,1600338285,-1,-1,-1.0,4
40,1600338285,-1,-1,-1.0,4
41,358504473,-1,-1,-1.0,4
41,358504473,-1,-1,-1.0,4
41,325223224,-1,-1,-1.0,4
41,325223224,-1,-1,-1.0,4
41,327770267,-1,-1,-1.0,2
41,327770267,-1,-1,-1.0,2
41,1711845919,-1,-1,-1.0,2
41,1711845919,-1,-1,-1.0,2
41,1600338285,-1,-1,-1.0,4
41,1600338285,-1,-1,-1.0,4
41,2002096497,-1,-1,-1.0,4
41,2002096497,-1,-1,-1.0,4
41,551966690,-1,-1,-1.0,2
41,551966690,-1,-1,-1.0,2
41,1201743363,-1,-1,-1.0,4
41,1201743363,-1,-1,-1.0,4
41,289178743,-1,-1,-1.0,4
41,289178743,-1,-1,-1.0,4
41,1245268568,-1,-1,-1.0,4
41,1245268568,-1,-1,-1.0,4
42,551966690,-1,-1,-1.0,4
42,551966690,-1,-1,-1.0,4
42,2002096497,-1,-1,-1.0,4
42,2002096497,-1,-1,-1.0,4
42,1201743363,-1,-1,-1.0,4
42,1201743363,-1,-1,-1.0,4
42,327770267,-1,-1,-1.0,4
42,289178743,-1,-1,-1.0,4
42,1600338285,-1,-1,-1.0,2
42,1600338285,-1,-1,-1.0,2
42,358504473,-1,-1,-1.0,4
42,358504473,-1,-1,-1.0,4
42,1711845919,-1,-1,-1.0,4
42,1711845919,-1,-1,-1.0,4
42,1245268568,-1,-1,-1.0,4
42,1245268568,-1,-1,-1.0,4
42,325223224,-1,-1,-1.0,4
42,325223224,-1,-1,-1.0,4
43,325223224,-1,-1,-1.0,4
43,325223224,-1,-1,-1.0,4
43,2002096497,-1,-1,-1.0,4
43,289178743,-1,-1,-1.0,2
43,1600338285,-1,-1,-1.0,4
43,1201743363,-1,-1,-1.0,4
43,1201743363,-1,-1,-1.0,4
43,327770267,-1,-1,-1.0,4
43,327770267,-1,-1,-1.0,4
43,358504473,-1,-1,-1.0,2
43,358504473,-1,-1,-1.0,2
43,1711845919,-1,-1,-1.0,4
43,1711845919,-1,-1,-1.0,4
43,1245268568,-1,-1,-1.0,4
43,1245268568,-1,-1,-1.0,4
43,551966690,-1,-1,-1.0,4
43,551966690,-1,-1,-1.0,4
44,2002096497,-1,-1,-1.0,2
44,2002096497,-1,-1,-1.0,2
44,1711845919,-1,-1,-1.0,4
44,1711845919,-1,-1,-1.0,4
44,551966690,-1,-1,-1.0,4
44,1245268568,-1,-1,-1.0,2
44,1245268568,-1,-1,-1.0,2
44,358504473,-1,-1,-1.0,4
44,358504473,-1,-1,-1.0,4
44,289178743,-1,-1,-1.0,4
44,327770267,-1,-1,-1.0,4
44,327770267,-1,-1,-1.0,4
44,1201743363,-1,-1,-1.0,4
44,1201743363,-1,-1,-1.0,4
44,325223224,-1,-1,-1.0,4
44,325223224,-1,-1,-1.0,4
44,1600338285,-1,-1,-1.0,4
44,1600338285,-1,-1,-1.0,4
45,1711845919,-1,-1,-1.0,4
45,1711845919,-1,-1,-1.0,4
45,327770267,-1,-1,-1.0,4
45,327770267,-1,-1,-1.0,4
45,358504473,-1,-1,-1.0,4
45,289178743,-1,-1,-1.0,4
45,551966690,-1,-1,-1.0,4
45,551966690,-1,-1,-1.0,4
45,1245268568,-1,-1,-1.0,4
45,1245268568,-1,-1,-1.0,4
45,2002096497,-1,-1,-1.0,4
45,1201743363,-1,-1,-1.0,2
45,1201743363,-1,-1,-1.0,2
45,1600338285,-1,-1,-1.0,4
45,1600338285,-1,-1,-1.0,4
45,325223224,-1,-1,-1.0,4
45,325223224,-1,-1,-1.0,4
46,1600338285,-1,-1,-1.0,4
46,1600338285,-1,-1,-1.0,4
46,551966690,-1,-1,-1.0,4
46,1711845919,-1,-1,-1.0,4
46,1711845919,-1,-1,-1.0,4
46,358504473,-1,-1,-1.0,4
46,358504473,-1,-1,-1.0,4
46,327770267,-1,-1,-1.0,4
46,327770267,-1,-1,-1.0,4
46,1245268568,-1,-1,-1.0,4
46,2002096497,-1,-1,-1.0,4
46,2002096497,-1,-1,-1.0,4
46,325223224,-1,-1,-1.0,2
46,325223224,-1,-1,-1.0,2
46,1201743363,-1,-1,-1.0,4
46,1201743363,-1,-1,-1.0,4
46,289178743,-1,-1,-1.0,4
47,2002096497,-1,-1,-1.0,4
47,2002096497,-1,-1,-1.0,4
47,1600338285,-1,-1,-1.0,4
47,1600338285,-1,-1,-1.0,4
47,327770267,-1,-1,-1.0,2
47,327770267,-1,-1,-1.0,2
47,551966690,-1,-1,-1.0,2
47,551966690,-1,-1,-1.0,2
47,1201743363,-1,-1,-1.0,4
47,1201743363,-1,-1,-1.0,4
47,358504473,-1,-1,-1.0,4
47,358504473,-1,-1,-1.0,4
47,1711845919,-1,-1,-1.0,2
47,1711845919,-1,-1,-1.0,2
47,325223224,-1,-1,-1.0,4
47,1245268568,-1,-1,-1.0,4
47,289178743,-1,-1,-1.0,4
48,1201743363,-1,-1,-1.0,4
48,1201743363,-1,-1,-1.0,4
48,289178743,-1,-1,-1.0,4
48,289178743,-1,-1,-1.0,4
48,551966690,-1,-1,-1.0,4
48,551966690,-1,-1,-1.0,4
48,325223224,-1,-1,-1.0,4
48,325223224,-1,-1,-1.0,4
48,358504473,-1,-1,-1.0,4
48,358504473,-1,-1,-1.0,4
48,1245268568,-1,-1,-1.0,4
48,1600338285,-1,-1,-1.0,2
48,1600338285,-1,-1,-1.0,2
48,327770267,-1,-1,-1.0,4
48,2002096497,-1,-1,-1.0,4
48,1711845919,-1,-1,-1.0,4
48,1711845919,-1,-1,-1.0,4
49,325223224,-1,-1,-1.0,4
49,325223224,-1,-1,-1.0,4
49,289178743,-1,-1,-1.0,2
49,289178743,-1,-1,-1.0,2
49,1711845919,-1,-1,-1.0,4
49,1711845919,-1,-1,-1.0,4
49,358504473,-1,-1,-1.0,2
49,358504473,-1,-1,-1.0,2
49,327770267,-1,-1,-1.0,4
49,551966690,-1,-1,-1.0,4
49,551966690,-1,-1,-1.0,4
49,2002096497,-1,-1,-1.0,4
49,1201743363,-1,-1,-1.0,4
49,1201743363,-1,-1,-1.0,4
49,1600338285,-1,-1,-1.0,4
49,1600338285,-1,-1,-1.0,4
49,1245268568,-1,-1,-1.0,4
50,358504473,-1,-1,-1.0,4
50,358504473,-1,-1,-1.0,4
50,1600338285,-1,-1,-1.0,4
50,1600338285,-1,-1,-1.0,4
50,1201743363,-1,-1,-1.0,4
50,1201743363,-1,-1,-1.0,4
50,551966690,-1,-1,-1.0,4
50,551966690,-1,-1,-1.0,4
50,2002096497,-1,-1,-1.0,2
50,2002096497,-1,-1,-1.0,2
50,325223224,-1,-1,-1.0,4
50,1245268568,-1,-1,-1.0,2
50,327770267,-1,-1,-1.0,4
50,289178743,-1,-1,-1.0,4
50,289178743,-1,-1,-1.0,4
50,1711845919,-1,-1,-1.0,4
50,1711845919,-1,-1,-1.0,4
51,2002096497,-1,-1,-1.0,4
51,2002096497,-1,-1,-1.0,4
51,551966690,-1,-1,-1.0,4
51,551966690,-1,-1,-1.0,4
51,289178743,-1,-1,-1.0,4
51,289178743,-1,-1,-1.0,4
51,327770267,-1,-1,-1.0,4
51,1711845919,-1,-1,-1.0,4
51,1711845919,-1,-1,-1.0,4
51,1245268568,-1,-1,-1.0,4
51,1245268568,-1,-1,-1.0,4
51,358504473,-1,-1,-1.0,4
51,358504473,-1,-1,-1.0,4
51,1600338285,-1,-1,-1.0,4
51,1600338285,-1,-1,-1.0,4
51,325223224,-1,-1,-1.0,4
51,1201743363,-1,-1,-1.0,2
51,1201743363,-1,-1,-1.0,2
52,1600338285,-1,-1,-1.0,4
52,551966690,-1,-1,-1.0,4
52,551966690,-1,-1,-1.0,4
52,289178743,-1,-1,-1.0,4
52,289178743,-1,-1,-1.0,4
52,2002096497,-1,-1,-1.0,4
52,1201743363,-1,-1,-1.0,4
52,325223224,-1,-1,-1.0,2
52,1711845919,-1,-1,-1.0,4
52,1711845919,-1,-1,-1.0,4
52,327770267,-1,-1,-1.0,4
52,358504473,-1,-1,-1.0,4
52,358504473,-1,-1,-1.0,4
52,1245268568,-1,-1,-1.0,4
52,1245268568,-1,-1,-1.0,4
53,289178743,-1,-1,-1.0,4
53,289178743,-1,-1,-1.0,4
53,327770267,-1,-1,-1.0,2
53,327770267,-1,-1,-1.0,2
53,551966690,-1,-1,-1.0,2
53,551966690,-1,-1,-1.0,2
53,325223224,-1,-1,-1.0,4
53,325223224,-1,-1,-1.0,4
53,1600338285,-1,-1,-1.0,4
53,1600338285,-1,-1,-1.0,4
53,2002096497,-1,-1,-1.0,4
53,2002096497,-1,-1,-1.0,4
53,1711845919,-1,-1,-1.0,2
53,1711845919,-1,-1,-1.0,2
53,358504473,-1,-1,-1.0,4
53,358504473,-1,-1,-1.0,4
53,1245268568,-1,-1,-1.0,4
53,1245268568,-1,-1,-1.0,4
53,1201743363,-1,-1,-1.0,4
53,1201743363,-1,-1,-1.0,4
54,1245268568,-1,-1,-1.0,4
54,1245268568,-1,-1,-1.0,4
54,325223224,-1,-1,-1.0,4
54,325223224,-1,-1,-1.0,4
54,1711845919,-1,-1,-1.0,4
54,1711845919,-1,-1,-1.0,4
54,1600338285,-1,-1,-1.0,2
54,1600338285,-1,-1,-1.0,2
54,2002096497,-1,-1,-1.0,4
54,2002096497,-1,-1,-1.0,4
54,551966690,-1,-1,-1.0,4
54,289178743,-1,-1,-1.0,4
54,289178743,-1,-1,-1.0,4
54,1201743363,-1,-1,-1.0,4
54,1201743363,-1,-1,-1.0,4
54,327770267,-1,-1,-1.0,4
54,358504473,-1,-1,-1.0,4
54,358504473,-1,-1,-1.0,4
55,358504473,-1,-1,-1.0,2
55,358504473,-1,-1,-1.0,2
55,1600338285,-1,-1,-1.0,4
55,1600338285,-1,-1,-1.0,4
55,2002096497,-1,-1,-1.0,4
55,2002096497,-1,-1,-1.0,4
55,327770267,-1,-1,-1.0,4
55,327770267,-1,-1,-1.0,4
55,1201743363,-1,-1,-1.0,4
55,1201743363,-1,-1,-1.0,4
55,1245268568,-1,-1,-1.0,4
55,1245268568,-1,-1,-1.0,4
55,289178743,-1,-1,-1.0,2
55,1711845919,-1,-1,-1.0,4
55,1711845919,-1,-1,-1.0,4
55,551966690,-1,-1,-1.0,4
55,325223224,-1,-1,-1.0,4
56,1711845919,-1,-1,-1.0,4
56,1711845919,-1,-1,-1.0,4
56,325223224,-1,-1,-1.0,4
56,325223224,-1,-1,-1.0,4
56,358504473,-1,-1,-1.0,4
56,358504473,-1,-1,-1.0,4
56,551966690,-1,-1,-1.0,4
56,551966690,-1,-1,-1.0,4
56,1600338285,-1,-1,-1.0,4
56,1600338285,-1,-1,-1.0,4
56,2002096497,-1,-1,-1.0,2
56,1201743363,-1,-1,-1.0,4
56,1201743363,-1,-1,-1.0,4
56,1245268568,-1,-1,-1.0,2
56,1245268568,-1,-1,-1.0,2
56,289178743,-1,-1,-1.0,4
56,289178743,-1,-1,-1.0,4
56,327770267,-1,-1,-1.0,4
57,551966690,-1,-1,-1.0,4
57,551966690,-1,-1,-1.0,4
57,358504473,-1,-1,-1.0,4
57,358504473,-1,-1,-1.0,4
57,2002096497,-1,-1,-1.0,4
57,1711845919,-1,-1,-1.0,4
57,1711845919,-1,-1,-1.0,4
57,1245268568,-1,-1,-1.0,4
57,1245268568,-1,-1,-1.0,4
57,289178743,-1,-1,-1.0,4
57,289178743,-1,-1,-1.0,4
57,1201743363,-1,-1,-1.0,2
57,1201743363,-1,-1,-1.0,2
57,1600338285,-1,-1,-1.0,4
57,1600338285,-1,-1,-1.0,4
57,327770267,-1,-1,-1.0,4
57,325223224,-1,-1,-1.0,4
