Time_Step,UAV_ID,X_Distance,Y_Distance,Signal_strength,Current_Basestation,Finished,SINR,Unmanned,Level,Flag
47,1,32298.466281898298,8570.953410057347,999,-1,1,4,true,1,-1
47,1,32298.466281898298,8570.953410057347,999,-1,1,4,true,1,-1
48,1,32316.49302202292,8570.953381887031,999,-1,1,4,true,1,-1
48,1,32316.49302202292,8570.953381887031,999,-1,1,4,true,1,-1
49,1,32334.519762068572,8570.953353717776,999,-1,1,2,true,1,-1
49,1,32334.519762068572,8570.953353717776,999,-1,1,2,true,1,-1
50,1,32352.546502035217,8570.953325548526,999,-1,1,4,true,1,-1
50,1,32352.546502035217,8570.953325548526,999,-1,1,4,true,1,-1
51,1,32370.57324192284,8570.953297378563,999,-1,1,4,true,1,-1
51,1,32370.57324192284,8570.953297378563,999,-1,1,4,true,1,-1
52,1,32388.599981731335,8570.953269209667,999,-1,1,4,true,1,-1
52,1,32388.599981731335,8570.953269209667,999,-1,1,4,true,1,-1
53,1,32406.62672146072,8570.953241040415,999,-1,1,4,true,1,-1
53,1,32406.62672146072,8570.953241040415,999,-1,1,4,true,1,-1
54,1,32424.65346111092,8570.953212870803,999,-1,1,4,true,1,-1
54,1,32424.65346111092,8570.953212870803,999,-1,1,4,true,1,-1
55,1,32442.680200681898,8570.953184700846,999,-1,1,2,true,1,-1
55,1,32442.680200681898,8570.953184700846,999,-1,1,2,true,1,-1
56,1,32460.70694017361,8570.953156530884,999,-1,1,4,true,1,-1
56,1,32460.70694017361,8570.953156530884,999,-1,1,4,true,1,-1
57,1,32478.733679585996,8570.953128360923,999,-1,1,4,true,1,-1
57,1,32478.733679585996,8570.953128360923,999,-1,1,4,true,1,-1
58,1,32496.760418919042,8570.953100191316,999,-1,1,4,true,1,-1
58,1,32496.760418919042,8570.953100191316,999,-1,1,4,true,1,-1
59,1,32514.787158172676,8570.953072022063,999,-1,1,4,true,1,-1
59,1,32514.787158172676,8570.953072022063,999,-1,1,4,true,1,-1
60,1,32532.81389734581,8570.953043852101,999,-1,1,4,true,1,-1
60,1,32532.81389734581,8570.953043852101,999,-1,1,4,true,1,-1
61,1,32550.84063643944,8570.953015681791,999,-1,1,2,true,1,-1
61,1,32550.84063643944,8570.953015681791,999,-1,1,2,true,1,-1
62,1,32568.867375453563,8570.95298751289,999,-1,1,4,true,1,-1
62,1,32568.867375453563,8570.95298751289,999,-1,1,4,true,1,-1
63,1,32586.894114388095,8570.952959342578,999,-1,1,4,true,1,-1
63,1,32586.894114388095,8570.952959342578,999,-1,1,4,true,1,-1
64,1,32604.920853243017,8570.95293117297,999,-1,1,4,true,1,-1
64,1,32604.920853243017,8570.95293117297,999,-1,1,4,true,1,-1
65,1,32622.947592018267,8570.952903003012,999,-1,1,4,true,1,-1
65,1,32622.947592018267,8570.952903003012,999,-1,1,4,true,1,-1
66,1,32640.97433071383,8570.952874833405,999,-1,1,4,true,1,-1
66,1,32640.97433071383,8570.952874833405,999,-1,1,4,true,1,-1
67,1,32659.001069329595,8570.952846663089,999,-1,1,2,true,1,-1
67,1,32659.001069329595,8570.952846663089,999,-1,1,2,true,1,-1
68,1,32677.027807865597,8570.952818493128,999,-1,1,4,true,1,-1
68,1,32677.027807865597,8570.952818493128,999,-1,1,4,true,1,-1
69,1,32695.054546321753,8570.95279032423,999,-1,1,4,true,1,-1
69,1,32695.054546321753,8570.95279032423,999,-1,1,4,true,1,-1
70,1,32713.081284698023,8570.95276215427,999,-1,1,4,true,1,-1
70,1,32713.081284698023,8570.95276215427,999,-1,1,4,true,1,-1
71,1,32731.10802299437,8570.952733985017,999,-1,1,4,true,1,-1
71,1,32731.10802299437,8570.952733985017,999,-1,1,4,true,1,-1
72,1,32749.134761209665,8570.952705815409,999,-1,1,4,true,1,-1
72,1,32749.134761209665,8570.952705815409,999,-1,1,4,true,1,-1
73,1,32767.161499344962,8570.952677645446,999,-1,1,2,true,1,-1
73,1,32767.161499344962,8570.952677645446,999,-1,1,2,true,1,-1
74,1,32785.1882374002,8570.952649475486,999,-1,1,4,true,1,-1
74,1,32785.1882374002,8570.952649475486,999,-1,1,4,true,1,-1
75,1,32803.21497537532,8570.952621305878,999,-1,1,4,true,1,-1
75,1,32803.21497537532,8570.952621305878,999,-1,1,4,true,1,-1
76,1,32821.24171327029,8570.952593135919,999,-1,1,4,true,1,-1
76,1,32821.24171327029,8570.952593135919,999,-1,1,4,true,1,-1
77,1,32839.26845108508,8570.952564966314,999,-1,1,4,true,1,-1
77,1,32839.26845108508,8570.952564966314,999,-1,1,4,true,1,-1
78,1,32857.295188819626,8570.952536797415,999,-1,1,4,true,1,-1
78,1,32857.295188819626,8570.952536797415,999,-1,1,4,true,1,-1
79,1,32875.3219264739,8570.952508628508,999,-1,1,2,true,1,-1
79,1,32875.3219264739,8570.952508628508,999,-1,1,2,true,1,-1
80,1,32893.34866404785,8570.952480458553,999,-1,1,4,true,1,-1
80,1,32893.34866404785,8570.952480458553,999,-1,1,4,true,1,-1
81,1,32911.37540154141,8570.952452289299,999,-1,1,4,true,1,-1
81,1,32911.37540154141,8570.952452289299,999,-1,1,4,true,1,-1
82,1,32929.40213895455,8570.952424118985,999,-1,1,4,true,1,-1
82,1,32929.40213895455,8570.952424118985,999,-1,1,4,true,1,-1
83,1,32947.42887628727,8570.952395950442,999,-1,1,4,true,1,-1
83,1,32947.42887628727,8570.952395950442,999,-1,1,4,true,1,-1
84,1,32965.45561353842,8570.952367779773,999,-1,1,4,true,1,-1
84,1,32965.45561353842,8570.952367779773,999,-1,1,4,true,1,-1
85,1,32983.482350709004,8570.952339611225,999,-1,1,2,true,1,-1
85,1,32983.482350709004,8570.952339611225,999,-1,1,2,true,1,-1
86,1,33001.50908779902,8570.952311441972,999,-1,1,4,true,1,-1
86,1,33001.50908779902,8570.952311441972,999,-1,1,4,true,1,-1
87,1,33019.53582480838,8570.95228327166,999,-1,1,4,true,1,-1
87,1,33019.53582480838,8570.95228327166,999,-1,1,4,true,1,-1
88,1,33037.562561737075,8570.952255101347,999,-1,1,4,true,1,-1
88,1,33037.562561737075,8570.952255101347,999,-1,1,4,true,1,-1
89,1,33055.58929858505,8570.95222693174,999,-1,1,4,true,1,-1
89,1,33055.58929858505,8570.95222693174,999,-1,1,4,true,1,-1
90,1,33073.616035352265,8570.952198761779,999,-1,1,4,true,1,-1
90,1,33073.616035352265,8570.952198761779,999,-1,1,4,true,1,-1
91,1,33091.642772038664,8570.952170592169,999,-1,1,2,true,1,-1
91,1,33091.642772038664,8570.952170592169,999,-1,1,2,true,1,-1
92,1,33109.669508644205,8570.95214242292,999,-1,1,4,true,1,-1
92,1,33109.669508644205,8570.95214242292,999,-1,1,4,true,1,-1
93,1,33127.69624516886,8570.952114253667,999,-1,1,4,true,1,-1
93,1,33127.69624516886,8570.952114253667,999,-1,1,4,true,1,-1
94,1,33145.72298161258,8570.952086083353,999,-1,1,4,true,1,-1
94,1,33145.72298161258,8570.952086083353,999,-1,1,4,true,1,-1
95,1,33163.74971797528,8570.952057913742,999,-1,1,4,true,1,-1
95,1,33163.74971797528,8570.952057913742,999,-1,1,4,true,1,-1
96,1,33181.776454255916,8570.95202974343,999,-1,1,4,true,1,-1
96,1,33181.776454255916,8570.95202974343,999,-1,1,4,true,1,-1
97,1,33199.80319045547,8570.952001573116,999,-1,1,2,true,1,-1
97,1,33199.80319045547,8570.952001573116,999,-1,1,2,true,1,-1
98,1,33217.8299265739,8570.951973403511,999,-1,1,4,true,1,-1
98,1,33217.8299265739,8570.951973403511,999,-1,1,4,true,1,-1
99,1,33235.85666261117,8570.951945234257,999,-1,1,4,true,1,-1
99,1,33235.85666261117,8570.951945234257,999,-1,1,4,true,1,-1
100,1,33253.883398567246,8570.951917064296,999,-1,1,4,true,1,-1
100,1,33253.883398567246,8570.951917064296,999,-1,1,4,true,1,-1
101,1,33271.91013444207,8570.951888895042,999,-1,1,4,true,1,-1
101,1,33271.91013444207,8570.951888895042,999,-1,1,4,true,1,-1
102,1,33289.9368702356,8570.951860725436,999,-1,1,4,true,1,-1
102,1,33289.9368702356,8570.951860725436,999,-1,1,4,true,1,-1
103,1,33307.96360594779,8570.951832556184,999,-1,1,2,true,1,-1
103,1,33307.96360594779,8570.951832556184,999,-1,1,2,true,1,-1
104,1,33325.990341578596,8570.951804385519,999,-1,1,4,true,1,-1
104,1,33325.990341578596,8570.951804385519,999,-1,1,4,true,1,-1
105,1,33344.017077127966,8570.95177621591,999,-1,1,4,true,1,-1
105,1,33344.017077127966,8570.95177621591,999,-1,1,4,true,1,-1
106,1,33362.04381259587,8570.951748045953,999,-1,1,4,true,1,-1
106,1,33362.04381259587,8570.951748045953,999,-1,1,4,true,1,-1
107,1,33380.07054798228,8570.95171987634,999,-1,1,4,true,1,-1
107,1,33380.07054798228,8570.95171987634,999,-1,1,4,true,1,-1
108,1,33398.09728328605,8570.951691707442,999,-1,1,4,true,1,-1
108,1,33398.09728328605,8570.951691707442,999,-1,1,4,true,1,-1
109,1,33416.12401850822,8570.95166353748,999,-1,1,2,true,1,-1
109,1,33416.12401850822,8570.95166353748,999,-1,1,2,true,1,-1
110,1,33434.15075364876,8570.951635367523,999,-1,1,4,true,1,-1
110,1,33434.15075364876,8570.951635367523,999,-1,1,4,true,1,-1
111,1,33452.177488707595,8570.951607197208,999,-1,1,4,true,1,-1
111,1,33452.177488707595,8570.951607197208,999,-1,1,4,true,1,-1
112,1,33470.20422368468,8570.951579026892,999,-1,1,4,true,1,-1
112,1,33470.20422368468,8570.951579026892,999,-1,1,4,true,1,-1
113,1,33488.23095858002,8570.951550858346,999,-1,1,4,true,1,-1
113,1,33488.23095858002,8570.951550858346,999,-1,1,4,true,1,-1
114,1,33506.25769339351,8570.95152268945,999,-1,1,4,true,1,-1
114,1,33506.25769339351,8570.95152268945,999,-1,1,4,true,1,-1
115,1,33524.28442812516,8570.95149451984,999,-1,1,2,true,1,-1
115,1,33524.28442812516,8570.95149451984,999,-1,1,2,true,1,-1
116,1,33542.31116277489,8570.95146634988,999,-1,1,4,true,1,-1
116,1,33542.31116277489,8570.95146634988,999,-1,1,4,true,1,-1
117,1,33560.337897342644,8570.951438180628,999,-1,1,4,true,1,-1
117,1,33560.337897342644,8570.951438180628,999,-1,1,4,true,1,-1
118,1,33578.36463182842,8570.951410010317,999,-1,1,4,true,1,-1
118,1,33578.36463182842,8570.951410010317,999,-1,1,4,true,1,-1
119,1,33596.39136623216,8570.951381840003,999,-1,1,4,true,1,-1
119,1,33596.39136623216,8570.951381840003,999,-1,1,4,true,1,-1
120,1,33614.41810055274,8570.951353670749,999,-1,1,4,true,1,-1
120,1,33614.41810055274,8570.951353670749,999,-1,1,4,true,1,-1
121,1,33632.44483479118,8570.95132550114,999,-1,1,2,true,1,-1
121,1,33632.44483479118,8570.95132550114,999,-1,1,2,true,1,-1
122,1,33650.471568947454,8570.951297331887,999,-1,1,4,true,1,-1
122,1,33650.471568947454,8570.951297331887,999,-1,1,4,true,1,-1
123,1,33668.49830302153,8570.951269162633,999,-1,1,4,true,1,-1
123,1,33668.49830302153,8570.951269162633,999,-1,1,4,true,1,-1
124,1,33686.52503701329,8570.951240992676,999,-1,1,4,true,1,-1
124,1,33686.52503701329,8570.951240992676,999,-1,1,4,true,1,-1
125,1,33704.55177092279,8570.95121282342,999,-1,1,4,true,1,-1
125,1,33704.55177092279,8570.95121282342,999,-1,1,4,true,1,-1
126,1,33722.57850474993,8570.951184653813,999,-1,1,4,true,1,-1
126,1,33722.57850474993,8570.951184653813,999,-1,1,4,true,1,-1
127,1,33740.60523849466,8570.951156484558,999,-1,1,2,true,1,-1
127,1,33740.60523849466,8570.951156484558,999,-1,1,2,true,1,-1
128,1,33758.631972156974,8570.951128314598,999,-1,1,4,true,1,-1
128,1,33758.631972156974,8570.951128314598,999,-1,1,4,true,1,-1
129,1,33776.65870573678,8570.951100145701,999,-1,1,4,true,1,-1
129,1,33776.65870573678,8570.951100145701,999,-1,1,4,true,1,-1
130,1,33794.68543923408,8570.951071975385,999,-1,1,4,true,1,-1
130,1,33794.68543923408,8570.951071975385,999,-1,1,4,true,1,-1
131,1,33812.71217264878,8570.95104380507,999,-1,1,4,true,1,-1
131,1,33812.71217264878,8570.95104380507,999,-1,1,4,true,1,-1
132,1,33830.738905979844,8570.951015635463,999,-1,1,4,true,1,-1
132,1,33830.738905979844,8570.951015635463,999,-1,1,4,true,1,-1
133,1,33848.765639228215,8570.950987465152,999,-1,1,2,true,1,-1
133,1,33848.765639228215,8570.950987465152,999,-1,1,2,true,1,-1
134,1,33866.79237239391,8570.950959294836,999,-1,1,4,true,1,-1
134,1,33866.79237239391,8570.950959294836,999,-1,1,4,true,1,-1
135,1,33884.81910547683,8570.950931125582,999,-1,1,4,true,1,-1
135,1,33884.81910547683,8570.950931125582,999,-1,1,4,true,1,-1
136,1,33902.84583847697,8570.950902955981,999,-1,1,4,true,1,-1
136,1,33902.84583847697,8570.950902955981,999,-1,1,4,true,1,-1
137,1,33920.87257139427,8570.950874786371,999,-1,1,4,true,1,-1
137,1,33920.87257139427,8570.950874786371,999,-1,1,4,true,1,-1
138,1,33938.89930422871,8570.95084661712,999,-1,1,4,true,1,-1
138,1,33938.89930422871,8570.95084661712,999,-1,1,4,true,1,-1
139,1,33956.92603698021,8570.950818447158,999,-1,1,2,true,1,-1
139,1,33956.92603698021,8570.950818447158,999,-1,1,2,true,1,-1
140,1,33974.95276964873,8570.950790277551,999,-1,1,4,true,1,-1
140,1,33974.95276964873,8570.950790277551,999,-1,1,4,true,1,-1
141,1,33992.97950223426,8570.950762107945,999,-1,1,4,true,1,-1
141,1,33992.97950223426,8570.950762107945,999,-1,1,4,true,1,-1
142,1,34011.00623473673,8570.950733938691,999,-1,1,4,true,1,-1
142,1,34011.00623473673,8570.950733938691,999,-1,1,4,true,1,-1
143,1,34029.0329671561,8570.950705768731,999,-1,1,4,true,1,-1
143,1,34029.0329671561,8570.950705768731,999,-1,1,4,true,1,-1
144,1,34047.059699491234,8570.950677599121,999,-1,1,4,true,1,-1
144,1,34047.059699491234,8570.950677599121,999,-1,1,4,true,1,-1
145,1,34065.08643174323,8570.950649428105,999,-1,1,2,true,1,-1
145,1,34065.08643174323,8570.950649428105,999,-1,1,2,true,1,-1
146,1,34083.11316391198,8570.950621258497,999,-1,1,4,true,1,-1
146,1,34083.11316391198,8570.950621258497,999,-1,1,4,true,1,-1
147,1,34101.13989599743,8570.950593088533,999,-1,1,4,true,1,-1
147,1,34101.13989599743,8570.950593088533,999,-1,1,4,true,1,-1
148,1,34119.16662799958,8570.95056491893,999,-1,1,4,true,1,-1
148,1,34119.16662799958,8570.95056491893,999,-1,1,4,true,1,-1
149,1,34137.19335991836,8570.950536749322,999,-1,1,4,true,1,-1
149,1,34137.19335991836,8570.950536749322,999,-1,1,4,true,1,-1
150,1,34155.22009175373,8570.950508579004,999,-1,1,4,true,1,-1
150,1,34155.22009175373,8570.950508579004,999,-1,1,4,true,1,-1
151,1,34173.24682350566,8570.9504804094,999,-1,1,2,true,1,-1
151,1,34173.24682350566,8570.9504804094,999,-1,1,2,true,1,-1
152,1,34191.27355517408,8570.950452239442,999,-1,1,4,true,1,-1
152,1,34191.27355517408,8570.950452239442,999,-1,1,4,true,1,-1
153,1,34209.300286758946,8570.95042406948,999,-1,1,4,true,1,-1
153,1,34209.300286758946,8570.95042406948,999,-1,1,4,true,1,-1
154,1,34227.327018260265,8570.950395899876,999,-1,1,4,true,1,-1
154,1,34227.327018260265,8570.950395899876,999,-1,1,4,true,1,-1
155,1,34245.35374967793,8570.950367729558,999,-1,1,4,true,1,-1
155,1,34245.35374967793,8570.950367729558,999,-1,1,4,true,1,-1
156,1,34263.38048101087,8570.950339561014,999,-1,1,4,true,1,-1
156,1,34263.38048101087,8570.950339561014,999,-1,1,4,true,1,-1
157,1,34281.4072122601,8570.950311391052,999,-1,1,2,true,1,-1
157,1,34281.4072122601,8570.950311391052,999,-1,1,2,true,1,-1
158,1,34299.433943425545,8570.950283220387,999,-1,1,4,true,1,-1
158,1,34299.433943425545,8570.950283220387,999,-1,1,4,true,1,-1
159,1,34317.4606745072,8570.950255050428,999,-1,1,4,true,1,-1
159,1,34317.4606745072,8570.950255050428,999,-1,1,4,true,1,-1
160,1,34335.48740550501,8570.950226880466,999,-1,1,4,true,1,-1
160,1,34335.48740550501,8570.950226880466,999,-1,1,4,true,1,-1
161,1,34353.51413641892,8570.950198710505,999,-1,1,4,true,1,-1
161,1,34353.51413641892,8570.950198710505,999,-1,1,4,true,1,-1
162,1,34371.540867248885,8570.95017054019,999,-1,1,4,true,1,-1
162,1,34371.540867248885,8570.95017054019,999,-1,1,4,true,1,-1
163,1,34389.5675979949,8570.950142370939,999,-1,1,2,true,1,-1
163,1,34389.5675979949,8570.950142370939,999,-1,1,2,true,1,-1
164,1,34407.59432865689,8570.950114200625,999,-1,1,4,true,1,-1
164,1,34407.59432865689,8570.950114200625,999,-1,1,4,true,1,-1
165,1,34425.62105923479,8570.950086031018,999,-1,1,4,true,1,-1
165,1,34425.62105923479,8570.950086031018,999,-1,1,4,true,1,-1
166,1,34443.64778972856,8570.950057861412,999,-1,1,4,true,1,-1
166,1,34443.64778972856,8570.950057861412,999,-1,1,4,true,1,-1
167,1,34461.674520138215,8570.950029691452,999,-1,1,4,true,1,-1
167,1,34461.674520138215,8570.950029691452,999,-1,1,4,true,1,-1
168,1,34479.70125046257,8570.950001522197,999,-1,1,4,true,1,-1
168,1,34479.70125046257,8570.950001522197,999,-1,1,4,true,1,-1
169,1,34497.7279807027,8570.949973351175,999,-1,1,2,true,1,-1
169,1,34497.7279807027,8570.949973351175,999,-1,1,2,true,1,-1
170,1,34515.75471085854,8570.949945182627,999,-1,1,4,true,1,-1
170,1,34515.75471085854,8570.949945182627,999,-1,1,4,true,1,-1
171,1,34533.78144093004,8570.949917013026,999,-1,1,4,true,1,-1
171,1,34533.78144093004,8570.949917013026,999,-1,1,4,true,1,-1
172,1,34551.80817091717,8570.949888843417,999,-1,1,4,true,1,-1
172,1,34551.80817091717,8570.949888843417,999,-1,1,4,true,1,-1
173,1,34569.83490081987,8570.949860673101,999,-1,1,4,true,1,-1
173,1,34569.83490081987,8570.949860673101,999,-1,1,4,true,1,-1
174,1,34587.861630638115,8570.949832503495,999,-1,1,4,true,1,-1
174,1,34587.861630638115,8570.949832503495,999,-1,1,4,true,1,-1
175,1,34605.88836037186,8570.94980433389,999,-1,1,2,true,1,-1
175,1,34605.88836037186,8570.94980433389,999,-1,1,2,true,1,-1
176,1,34623.91509002103,8570.949776162868,999,-1,1,4,true,1,-1
176,1,34623.91509002103,8570.949776162868,999,-1,1,4,true,1,-1
177,1,34641.94181958561,8570.949747993262,999,-1,1,4,true,1,-1
177,1,34641.94181958561,8570.949747993262,999,-1,1,4,true,1,-1
178,1,34659.96854906555,8570.949719823298,999,-1,1,4,true,1,-1
178,1,34659.96854906555,8570.949719823298,999,-1,1,4,true,1,-1
179,1,34677.995278460796,8570.949691654403,999,-1,1,4,true,1,-1
179,1,34677.995278460796,8570.949691654403,999,-1,1,4,true,1,-1
180,1,34696.02200777027,8570.949663483734,999,-1,1,4,true,1,-1
180,1,34696.02200777027,8570.949663483734,999,-1,1,4,true,1,-1
181,1,34714.04873699496,8570.949635314484,999,-1,1,2,true,1,-1
181,1,34714.04873699496,8570.949635314484,999,-1,1,2,true,1,-1
182,1,34732.07546613483,8570.949607144521,999,-1,1,4,true,1,-1
182,1,34732.07546613483,8570.949607144521,999,-1,1,4,true,1,-1
183,1,34750.10219518983,8570.949578974913,999,-1,1,4,true,1,-1
183,1,34750.10219518983,8570.949578974913,999,-1,1,4,true,1,-1
184,1,34768.12892415993,8570.949550804955,999,-1,1,4,true,1,-1
184,1,34768.12892415993,8570.949550804955,999,-1,1,4,true,1,-1
185,1,34786.15565304508,8570.949522636405,999,-1,1,4,true,1,-1
185,1,34786.15565304508,8570.949522636405,999,-1,1,4,true,1,-1
186,1,34804.18238184526,8570.94949446574,999,-1,1,4,true,1,-1
186,1,34804.18238184526,8570.94949446574,999,-1,1,4,true,1,-1
187,1,34822.209110560376,8570.94946629684,999,-1,1,2,true,1,-1
187,1,34822.209110560376,8570.94946629684,999,-1,1,2,true,1,-1
188,1,34840.23583919041,8570.94943812723,999,-1,1,4,true,1,-1
188,1,34840.23583919041,8570.94943812723,999,-1,1,4,true,1,-1
189,1,34858.262567735335,8570.949409957273,999,-1,1,4,true,1,-1
189,1,34858.262567735335,8570.949409957273,999,-1,1,4,true,1,-1
190,1,34876.289296195064,8570.949381787312,999,-1,1,4,true,1,-1
190,1,34876.289296195064,8570.949381787312,999,-1,1,4,true,1,-1
191,1,34894.316024569605,8570.949353616998,999,-1,1,4,true,1,-1
191,1,34894.316024569605,8570.949353616998,999,-1,1,4,true,1,-1
192,1,34912.3427528578,8570.949325447395,999,-1,1,4,true,1,-1
192,1,34912.3427528578,8570.949325447395,999,-1,1,4,true,1,-1
193,1,34930.36948106071,8570.949297277784,999,-1,1,2,true,1,-1
193,1,34930.36948106071,8570.949297277784,999,-1,1,2,true,1,-1
194,1,34948.39620917828,8570.94926910818,999,-1,1,4,true,1,-1
194,1,34948.39620917828,8570.94926910818,999,-1,1,4,true,1,-1
