x,y
7045357.818272866,5327355.373806604
7045357.818272866,5327355.373806604
7045357.818272866,5327355.373806604
7045357.818272866,5327355.373806604
7045357.818272866,5327355.373806604
7045357.818272866,5327355.373806604
7045357.818272866,5327355.373806604
7045357.818272866,5327355.373806604
7045357.818272866,5327355.373806604
