Timestamp,ID,Lng,Lat,SINR,CQI,Route Distance,Predict SINR,NS3 Distance to Attached BS,Repast Distance to Attached BS
1,1,-103.0109444,48.0154367,-Infinity,0,18.0,10.36110123635946,0.0,6670.7919921875
2,1,-103.0109444,48.0152748,30.652837716211778,15,36.0,19.64471800127673,3164.61954,2727.354248046875
3,1,-103.0109444,48.0151129,30.608322567288248,15,54.0,19.596288290087628,3164.61954,2740.109375
4,1,-103.0109444,48.014951,30.608322567288248,15,72.0,19.547862570489414,3164.61954,2752.923095703125
5,1,-103.0109444,48.0147892,30.519293606852113,15,90.0,19.499473901642503,3164.61954,2765.786865234375
6,1,-103.0109444,48.0146273,30.47478735392051,15,108.0,19.451067183277033,3164.61954,2778.715576171875
7,1,-103.0109444,48.0144654,30.43029145854883,15,126.0,19.402677297348944,3164.61954,2791.7001953125
8,1,-103.0109444,48.0143035,30.385809433475046,15,144.0,19.35430595797483,3164.61954,2804.740478515625
9,1,-103.0109444,48.0141416,30.34134470385019,15,162.0,19.305957548078297,3164.61954,2817.83544921875
10,1,-103.0109444,48.0141416,30.296900591394937,15,162.0,19.305957548078297,3164.61954,2817.83544921875
11,1,-103.0109444,48.0141416,30.296900591394937,15,162.0,19.305957548078297,3164.61954,2817.83544921875
12,1,-103.0109444,48.0141416,30.296900591394937,15,162.0,19.305957548078297,3164.61954,2817.83544921875
13,1,-103.0109444,48.0141416,30.296900591394937,15,162.0,19.305957548078297,3164.61954,2817.83544921875
14,1,-103.0109444,48.0141416,30.296900591394937,15,162.0,19.305957548078297,3164.61954,2817.83544921875
15,1,-103.0107031,48.0141416,30.296900591394937,15,180.0,19.351207405345647,3164.61954,2805.577880859375
16,1,-103.0104618,48.0141416,30.296900591394937,15,198.0,19.3964267815782,3164.61954,2793.3818359375
17,1,-103.0102206,48.0141416,30.380062326311688,15,216.0,19.441593455838145,3164.61954,2781.2529296875
18,1,-103.0099793,48.0141416,30.421596656376803,15,234.0,19.486738818492867,3164.61954,2769.182373046875
19,1,-103.009738,48.0141416,30.46309461600338,15,252.0,19.53184151002675,3164.61954,2757.175537109375
20,1,-103.0094968,48.0141416,30.504552067296714,15,270.0,19.576877036184314,3164.61954,2745.238525390625
21,1,-103.0092555,48.0141416,30.54596478284846,15,288.0,19.621877966171454,3164.61954,2733.3623046875
22,1,-103.0090142,48.0141416,30.54596478284846,15,306.0,19.666821579916913,3164.61954,2721.552490234375
23,1,-103.0087729,48.0141416,30.628638577694304,15,324.0,19.711702539289675,3164.61954,2709.81005859375
24,1,-103.0085317,48.0141416,30.628638577694304,15,342.0,19.75649758008082,3164.61954,2698.140625
25,1,-103.0082904,48.0141416,30.71108012153961,15,360.0,19.801238700125978,3164.61954,2686.535400390625
26,1,-103.0080491,48.0141416,30.752202136557916,15,378.0,19.84590067782186,3164.61954,2675.00048828125
27,1,-103.0078079,48.0141416,30.793251882783043,15,396.0,19.890460721889283,3164.61954,2663.541259765625
28,1,-103.0075666,48.0141416,30.834224399479403,15,414.0,19.934951081931544,3164.61954,2652.14892578125
29,1,-103.0073253,48.0141416,30.834224399479403,15,432.0,19.979346043870933,3164.61954,2640.82958984375
30,1,-103.0073253,48.0141416,30.915917379592422,15,432.0,19.979346043870933,3164.61954,2640.82958984375
31,1,-103.0073253,48.0143035,30.915917379592422,15,450.0,20.034426052233854,3164.61954,2626.85302734375
32,1,-103.0073253,48.0144654,30.915917379592422,15,468.0,20.08960496759876,3164.61954,2612.925537109375
33,1,-103.0073253,48.0146273,31.01725351120084,15,486.0,20.144877933074966,3164.61954,2599.04833984375
34,1,-103.0073253,48.0147892,31.06805273500496,15,504.0,20.200242922810915,3164.61954,2585.221923828125
35,1,-103.0073253,48.014951,31.118935396806524,15,522.0,20.255661399954235,3164.61954,2571.455810546875
36,1,-103.0073253,48.0151129,31.118935396806524,15,540.0,20.31119901610687,3164.61954,2557.733642578125
37,1,-103.0073253,48.0152748,31.220938273247896,15,558.0,20.36681824518105,3164.61954,2544.064697265625
38,1,-103.0073253,48.0154367,31.272051791182474,15,576.0,20.422513792628123,3164.61954,2530.4501953125
39,1,-103.0073253,48.0155986,31.272051791182474,15,594.0,20.478282259849365,3164.61954,2516.890869140625
40,1,-103.0073253,48.0155986,31.37448525970601,15,594.0,20.478282259849365,3164.61954,2516.890869140625
41,1,-103.007084,48.0155986,31.37448525970601,15,612.0,20.52706708225945,3164.61954,2505.089111328125
42,1,-103.0068428,48.0155986,31.419316020557616,15,630.0,20.575756030781477,3164.61954,2493.36572265625
43,1,-103.0066015,48.0155986,31.464077413582356,15,648.0,20.624385469777607,3164.61954,2481.71142578125
44,1,-103.0063602,48.0155986,31.464077413582356,15,666.0,20.672925782843137,3164.61954,2470.1328125
45,1,-103.0061189,48.0155986,31.553368091722632,15,684.0,20.7213715496804,3164.61954,2458.630615234375
46,1,-103.0058777,48.0155986,31.597885013058303,15,702.0,20.769695522283754,3164.61954,2447.210693359375
47,1,-103.0056364,48.0155986,31.597885013058303,15,720.0,20.817931344196964,3164.61954,2435.864501953125
48,1,-103.0053951,48.0155986,31.68662998023457,15,738.0,20.866050599866995,3164.61954,2424.59814453125
49,1,-103.0051538,48.0155986,31.68662998023457,15,756.0,20.914046415406503,3164.61954,2413.41259765625
50,1,-103.0049125,48.0155986,31.774945312038664,15,774.0,20.96191075886979,3164.61954,2402.30908203125
51,1,-103.0046713,48.0155986,31.818924607528857,15,792.0,21.009616400461155,3164.61954,2391.293212890625
