Timestamp,ID,Lng,Lat,SINR,CQI,Route Distance
1,6,-103.0071745,48.0122074,18.42589539915511,13,18.0
1,9,-103.0083623,48.0172174,19.513798434428583,14,18.0
1,5,-103.0180103,48.0130263,16.48214414971768,12,18.0
1,7,-103.0069657,48.0142629,18.752063745711986,13,18.0
1,2,-103.0192935,48.017618,15.259658562991236,12,18.0
1,1,-103.0109444,48.0154367,16.859872470548147,12,18.0
1,10,-103.0100873,48.0172502,19.162008469505466,14,18.0
1,3,-103.0162331,48.0114655,17.11779897143955,13,18.0
1,4,-103.0181742,48.0103441,15.807026648803175,11,18.0
2,5,-103.0180103,48.0131882,16.44725729606317,12,36.0
2,7,-103.0069657,48.0144248,18.803386888527292,13,36.0
2,8,-103.0195084,48.016406,17.03152949417935,13,18.0
2,3,-103.0162331,48.0116274,17.08101282896347,13,36.0
2,9,-103.0083623,48.0170555,19.46430569398408,14,36.0
2,4,-103.0181742,48.010506,15.772814147844405,11,36.0
2,10,-103.0100873,48.0170883,17.893431318220912,11,36.0
2,1,-103.0109444,48.0152748,18.440746424452776,13,36.0
2,6,-103.0071745,48.0123693,18.375676067505914,13,36.0
3,8,-103.0195084,48.0165679,17.06310865168986,11,36.0
3,5,-103.0180103,48.0133501,16.412348554395592,12,54.0
3,1,-103.0109444,48.0151129,18.396171187543253,13,54.0
3,10,-103.0100873,48.0169265,19.070168390185984,14,54.0
3,9,-103.0083623,48.0168936,18.190347097852488,12,54.0
3,3,-103.0162331,48.0117893,17.044194214991208,13,54.0
3,7,-103.0069657,48.0145867,18.85480922914581,13,54.0
3,4,-103.0181742,48.0106678,16.957713925977153,13,54.0
3,6,-103.0071745,48.0125311,18.325569123672153,13,54.0
4,6,-103.0071745,48.012693,17.04290017972078,11,72.0
4,7,-103.0069657,48.0147486,18.90632798900899,13,72.0
4,3,-103.0162331,48.0119512,15.783947789306845,11,72.0
4,9,-103.0083623,48.0167317,18.140546048784334,11,72.0
4,8,-103.0195084,48.0167298,17.09458091877964,11,54.0
4,5,-103.0180103,48.013512,16.377420273389173,10,72.0
4,2,-103.0192935,48.0168086,17.33779631838145,11,108.0
4,4,-103.0181742,48.0108297,16.923643289057505,12,72.0
4,10,-103.0100873,48.0167646,19.024189996694226,14,72.0
4,1,-103.0109444,48.014951,18.3515956449992,13,72.0
5,3,-103.0162331,48.0121131,16.970471014238207,13,90.0
5,2,-103.0192935,48.0166467,17.18172895688847,13,126.0
5,8,-103.0195084,48.0168917,17.125942918799353,11,72.0
5,6,-103.0071745,48.0128549,16.99278261365485,11,90.0
5,5,-103.0180103,48.0143214,16.3424748674703,10,162.0
5,9,-103.0083623,48.0165698,18.09075027493951,11,90.0
5,4,-103.0181742,48.0109916,16.88951018279689,12,90.0
5,1,-103.0109444,48.0147892,17.080998455201396,13,90.0
5,10,-103.0100873,48.0166027,18.97817973985648,14,90.0
5,7,-103.0069657,48.0149104,18.957940238490142,14,90.0
6,8,-103.0195084,48.0170535,17.157191051237984,13,90.0
6,4,-103.0181742,48.0111535,16.85531775872032,12,108.0
6,1,-103.0109444,48.0146273,18.26245893985387,13,108.0
6,2,-103.0192935,48.0164848,17.150156044106417,13,144.0
6,10,-103.0100873,48.0164408,18.93214278173975,14,108.0
6,9,-103.0083623,48.0164079,18.040964848281774,11,108.0
6,6,-103.0071745,48.0130168,16.942785129646317,11,108.0
6,7,-103.0069657,48.0150723,19.00964290733008,14,108.0
6,5,-103.0180103,48.0149689,16.905487168899512,12,234.0
7,3,-103.0162331,48.0122749,16.933572016926988,12,108.0
7,5,-103.0180103,48.0151308,15.823783509034495,11,252.0
7,8,-103.0195084,48.0172154,15.974858077149669,11,108.0
7,10,-103.0100873,48.0162789,18.886084076959033,13,126.0
7,6,-103.0071745,48.0131787,18.12630197891718,13,126.0
7,7,-103.0069657,48.0152342,19.061432902568672,14,126.0
7,1,-103.0109444,48.0144654,18.21790510768547,13,126.0
7,4,-103.0181742,48.0113154,16.821069091504924,12,126.0
8,8,-103.0195084,48.0173773,16.006171401164025,11,126.0
8,5,-103.0180103,48.0152927,15.858199511280361,11,270.0
8,4,-103.0181742,48.0114773,16.786766992279663,12,144.0
8,3,-103.0162331,48.0124368,16.896651718806556,12,126.0
8,1,-103.0109444,48.0143035,18.1733657426592,13,144.0
8,9,-103.0083623,48.016246,19.216834172075004,14,126.0
8,2,-103.0192935,48.0156754,15.903704062593029,11,234.0
8,6,-103.0071745,48.0133406,18.076784027554996,13,144.0
8,7,-103.0069657,48.0153961,19.113306845615135,14,144.0
8,10,-103.0100873,48.0156314,18.84000841300272,13,198.0
9,4,-103.0181742,48.0116391,16.786766992279663,12,162.0
9,7,-103.0069657,48.015558,19.113306845615135,14,162.0
9,2,-103.0192935,48.0155135,15.903704062593029,11,252.0
9,10,-103.0100873,48.0149838,18.84000841300272,13,270.0
9,6,-103.0071745,48.0139881,18.076784027554996,13,216.0
9,8,-103.0195084,48.0175392,16.006171401164025,11,144.0
9,1,-103.009738,48.0143035,18.1733657426592,13,234.0
9,5,-103.0180103,48.0161021,15.858199511280361,11,360.0
9,9,-103.0083623,48.0155985,19.216834172075004,14,198.0
10,6,-103.0071745,48.01415,18.681446888088427,13,234.0
10,8,-103.0195084,48.0177011,17.28097172127596,13,162.0
10,2,-103.0192935,48.0153516,16.926227549113953,12,270.0
10,9,-103.0083623,48.014951,18.969806220745554,14,270.0
10,4,-103.0181742,48.011801,16.718014108602492,12,180.0
10,1,-103.009738,48.0141416,18.338750766930175,13,252.0
10,5,-103.0180103,48.016264,17.28004030108795,13,378.0
11,1,-103.0099793,48.0141416,18.338750766930175,13,270.0
11,4,-103.0181742,48.0119629,16.718014108602492,12,198.0
11,3,-103.0162331,48.0130844,16.85971289865923,12,198.0
11,6,-103.0071745,48.0143119,18.681446888088427,13,252.0
11,2,-103.0192935,48.0151897,16.926227549113953,12,288.0
11,5,-103.0180103,48.0164259,17.28004030108795,13,396.0
11,9,-103.0083623,48.0141416,18.969806220745554,14,360.0
11,8,-103.0195084,48.017863,17.28097172127596,13,180.0
12,8,-103.0195084,48.0180248,17.342082745203665,13,198.0
12,5,-103.0180103,48.0165878,17.347066422306526,13,414.0
12,2,-103.0192935,48.0150279,16.86141231092948,12,306.0
12,3,-103.0162331,48.0138938,16.711822785630474,12,288.0
12,9,-103.0083623,48.0139797,18.527967666625308,13,378.0
12,4,-103.0181742,48.0126104,16.64908167240253,12,270.0
13,8,-103.0195084,48.0181867,17.372430052178284,13,216.0
13,5,-103.0180103,48.0167496,17.380430664775965,13,432.0
13,9,-103.0083623,48.0138178,18.479187045287016,11,396.0
13,3,-103.0162331,48.0140557,17.11485673082022,13,306.0
13,2,-103.0192935,48.014866,16.82888176342146,12,324.0
14,9,-103.0083623,48.0136559,18.4304802345474,13,414.0
14,4,-103.0181742,48.0127723,16.510763983414126,12,288.0
14,3,-103.0162331,48.0142175,17.151646131656022,13,324.0
14,2,-103.0192935,48.0147041,16.796273446135178,12,342.0
14,5,-103.0180103,48.0169115,17.413690699675396,13,450.0
14,10,-103.0100873,48.0141744,18.47133219585728,13,360.0
14,8,-103.0195084,48.0183486,17.402633273436543,13,234.0
14,1,-103.0111857,48.0141416,18.250749958153968,13,360.0
15,3,-103.0162331,48.0143794,17.151646131656022,13,342.0
15,7,-103.0069657,48.0153961,19.217292734860223,14,180.0
15,9,-103.0083623,48.013494,18.4304802345474,13,432.0
15,5,-103.0180103,48.0170734,17.413690699675396,13,468.0
15,8,-103.0195084,48.0185105,17.402633273436543,13,252.0
15,4,-103.0181742,48.0129342,16.510763983414126,12,306.0
15,10,-103.0100873,48.0140125,18.47133219585728,13,378.0
16,3,-103.0162331,48.0145413,17.225108632228203,13,360.0
16,8,-103.0195084,48.0186724,17.462591662001834,13,270.0
16,7,-103.0069657,48.0152342,19.165261301902962,14,198.0
16,4,-103.0181742,48.0130961,16.441419566422493,12,324.0
16,5,-103.0180103,48.0172353,17.47988290929169,13,486.0
16,10,-103.0100873,48.0138507,18.195581288432333,13,396.0
17,6,-103.0071745,48.0144738,18.78329853526141,13,270.0
