TimeStep,ID,Latitude,Longitude,finished,level
1,1,47.992151,-103.037151,1,1
2,1,47.989178,-103.03718,1,1
3,1,47.988879,-103.037229,1,1
4,1,47.988566,-103.037339,-1,1
1,2,47.988566,-103.037339,1,1
2,2,47.988879,-103.037229,1,1
3,2,47.989178,-103.03718,1,1
4,2,47.992151,-103.037151,-1,1
