TimeStep,ID,Latitude,Longitude,finished,level
582,3,47.981892,-102.91986,1,1
583,3,47.984786,-102.919873,1,1
584,3,47.986041,-102.919875,1,1
585,3,47.987531,-102.919854,1,1
586,3,47.988133,-102.919855,1,1
587,3,47.990791,-102.919852,1,1
588,3,47.991698,-102.919868,1,1
589,3,47.992056,-102.919867,1,1
590,3,47.994644,-102.919866,1,1
591,3,47.995742,-102.919887,1,1
592,3,47.997555,-102.919853,1,1
593,3,47.999085,-102.919871,1,1
594,3,48.000274,-102.919848,1,1
595,3,48.001459,-102.919865,1,1
596,3,48.00349,-102.919874,1,1
597,3,48.004519,-102.919872,1,1
598,3,48.005033,-102.91989,1,1
599,3,48.006305,-102.919865,1,1
600,3,48.00655,-102.91987,1,1
601,3,48.008171,-102.919857,1,1
602,3,48.009574,-102.919836,1,1
603,3,48.010661,-102.919862,1,1
604,3,48.011631,-102.919866,1,1
605,3,48.012605,-102.919845,1,1
606,3,48.013275,-102.919853,1,1
607,3,48.014849,-102.919851,1,1
608,3,48.015818,-102.919856,1,1
609,3,48.017034,-102.91985,1,1
610,3,48.017745,-102.919866,1,1
611,3,48.018297,-102.919861,1,1
612,3,48.018819,-102.919849,1,1
613,3,48.020623,-102.919864,1,1
614,3,48.023248,-102.919863,1,1
615,3,48.023739,-102.919867,-1,1
575,4,47.992043,-102.876708,1,1
576,4,47.992051,-102.877274,1,1
577,4,47.992045,-102.879695,1,1
578,4,47.992028,-102.880535,1,1
579,4,47.992035,-102.881125,1,1
580,4,47.992048,-102.88473,1,1
581,4,47.992051,-102.887421,1,1
582,4,47.992047,-102.889712,1,1
583,4,47.992055,-102.89083,1,1
584,4,47.992067,-102.893965,1,1
585,4,47.992057,-102.895058,1,1
586,4,47.992066,-102.896207,1,1
587,4,47.992056,-102.897275,1,1
588,4,47.992061,-102.89803,1,1
589,4,47.992062,-102.898275,1,1
590,4,47.992053,-102.898468,1,1
591,4,47.992061,-102.899126,1,1
592,4,47.992066,-102.900092,1,1
593,4,47.992068,-102.900399,1,1
594,4,47.992053,-102.902809,1,1
595,4,47.992061,-102.907584,1,1
596,4,47.992068,-102.908658,1,1
597,4,47.992061,-102.910074,1,1
598,4,47.99206,-102.913235,1,1
599,4,47.99207,-102.915873,1,1
600,4,47.992063,-102.919618,1,1
601,4,47.992058,-102.921189,1,1
602,4,47.992047,-102.923574,1,1
603,4,47.992073,-102.926241,1,1
604,4,47.992089,-102.927286,1,1
605,4,47.992091,-102.929708,1,1
606,4,47.992081,-102.930758,1,1
607,4,47.992094,-102.931012,1,1
608,4,47.992094,-102.932148,1,1
609,4,47.992106,-102.933284,1,1
610,4,47.992101,-102.934191,1,1
611,4,47.9921,-102.935756,1,1
612,4,47.99211,-102.936538,1,1
613,4,47.99211,-102.93685,1,1
614,4,47.992114,-102.939755,1,1
615,4,47.99211,-102.940953,1,1
616,4,47.992104,-102.941338,-1,1
50,5,48.023737,-102.898227,1,1
51,5,48.022697,-102.898249,1,1
52,5,48.021445,-102.898254,1,1
53,5,48.020392,-102.898257,1,1
54,5,48.018687,-102.89825,1,1
55,5,48.017972,-102.898243,1,1
56,5,48.017405,-102.898261,1,1
57,5,48.016355,-102.898259,1,1
58,5,48.015761,-102.898265,1,1
59,5,48.015227,-102.89826,1,1
60,5,48.014349,-102.898264,1,1
61,5,48.013148,-102.898286,1,1
62,5,48.012955,-102.89828,1,1
63,5,48.010619,-102.898191,1,1
64,5,48.006486,-102.898204,1,1
65,5,48.006485,-102.898885,1,1
66,5,48.006508,-102.900638,1,1
67,5,48.00655,-102.902615,1,1
68,5,48.006539,-102.903339,1,1
69,5,48.006536,-102.903688,1,1
70,5,48.005465,-102.903669,1,1
71,5,48.002221,-102.903619,1,1
72,5,48.001559,-102.903721,1,1
73,5,48.001193,-102.904471,1,1
74,5,48.000469,-102.904539,-1,1
500,6,47.964272,-102.962922,1,1
501,6,47.965161,-102.9629,1,1
502,6,47.967096,-102.962927,1,1
503,6,47.9704,-102.962927,1,1
504,6,47.971654,-102.962904,1,1
505,6,47.973101,-102.962912,1,1
506,6,47.974269,-102.962905,1,1
507,6,47.97501,-102.962915,1,1
508,6,47.975916,-102.962892,1,1
509,6,47.976596,-102.962891,1,1
510,6,47.977136,-102.9629,1,1
511,6,47.977629,-102.962864,1,1
512,6,47.977634,-102.962481,1,1
513,6,47.977628,-102.961178,1,1
514,6,47.97762,-102.960309,1,1
515,6,47.977628,-102.959316,1,1
516,6,47.977624,-102.957714,1,1
517,6,47.977628,-102.955591,1,1
518,6,47.977627,-102.952263,1,1
519,6,47.977625,-102.951195,1,1
520,6,47.977616,-102.950674,1,1
521,6,47.977635,-102.94896,1,1
522,6,47.977611,-102.946217,1,1
523,6,47.977625,-102.944665,1,1
524,6,47.977624,-102.943212,1,1
525,6,47.97763,-102.941397,1,1
526,6,47.977623,-102.94084,1,1
527,6,47.977619,-102.939227,1,1
528,6,47.97762,-102.937886,1,1
529,6,47.977597,-102.936359,1,1
530,6,47.97762,-102.93537,1,1
531,6,47.97762,-102.934067,1,1
532,6,47.977627,-102.932465,1,1
533,6,47.977627,-102.929981,1,1
534,6,47.977627,-102.929535,1,1
535,6,47.977621,-102.927576,1,1
536,6,47.977631,-102.925546,1,1
537,6,47.977609,-102.923342,1,1
538,6,47.977621,-102.921085,1,1
539,6,47.977611,-102.919872,1,1
540,6,47.97762,-102.918093,1,1
541,6,47.977584,-102.900975,1,1
542,6,47.977587,-102.898292,-1,1
210,7,47.9628264,-102.9849483,1,1
211,7,47.9638834,-102.9856397,1,1
212,7,47.9665303,-102.9849133,1,1
213,7,47.9758699,-102.9849543,1,1
214,7,47.9911327,-102.9850212,1,1
215,7,47.9916351,-102.9841223,1,1
216,7,48.0217138,-102.9841816,1,1
217,7,48.0218913,-102.9841048,1,1
218,7,48.0220781,-102.9838673,1,1
219,7,48.0233908,-102.979083,-1,1
210,8,47.977642,-103.006149,1,1
211,8,47.977627,-103.003262,1,1
212,8,47.977621,-103.002052,1,1
213,8,47.977636,-102.999109,1,1
214,8,47.977622,-102.997661,1,1
215,8,47.977618,-102.997595,1,1
216,8,47.977626,-102.996154,1,1
217,8,47.977623,-102.99454,1,1
218,8,47.977632,-102.992678,1,1
219,8,47.977623,-102.9912,1,1
220,8,47.977627,-102.990585,1,1
221,8,47.977632,-102.989785,1,1
222,8,47.977624,-102.985563,1,1
223,8,47.977622,-102.984515,1,1
224,8,47.977614,-102.982609,1,1
225,8,47.977642,-102.980894,1,1
226,8,47.977619,-102.978611,1,1
227,8,47.977629,-102.977269,1,1
228,8,47.977622,-102.9764,1,1
229,8,47.97762,-102.97393,1,1
230,8,47.977625,-102.9728,1,1
231,8,47.977618,-102.970031,1,1
232,8,47.977623,-102.96751,1,1
233,8,47.977609,-102.964345,1,1
234,8,47.977625,-102.963147,1,1
235,8,47.977629,-102.962864,1,1
236,8,47.980187,-102.962918,1,1
237,8,47.982331,-102.962925,1,1
238,8,47.984963,-102.962899,1,1
239,8,47.98702,-102.962883,1,1
240,8,47.99211,-102.962904,1,1
241,8,47.99353,-102.962887,1,1
242,8,47.994768,-102.962903,1,1
243,8,47.995927,-102.962883,1,1
244,8,47.997295,-102.962881,1,1
245,8,47.998525,-102.962911,1,1
246,8,47.999396,-102.962897,1,1
247,8,48.000841,-102.962884,1,1
248,8,48.001601,-102.962893,1,1
249,8,48.003885,-102.962894,1,1
250,8,48.006546,-102.962872,1,1
251,8,48.006528,-102.964885,1,1
252,8,48.006528,-102.966522,1,1
253,8,48.006534,-102.967835,1,1
254,8,48.006547,-102.969252,1,1
255,8,48.006548,-102.97032,1,1
256,8,48.006577,-102.972971,1,1
257,8,48.006567,-102.974022,1,1
258,8,48.006574,-102.976463,1,1
259,8,48.0065639,-102.9768929,1,1
260,8,48.006554,-102.977313,1,1
261,8,48.006559,-102.977917,1,1
262,8,48.006557,-102.978792,1,1
263,8,48.006586,-102.979815,1,1
264,8,48.006618,-102.98096,1,1
265,8,48.006615,-102.981792,1,1
266,8,48.006607,-102.982344,1,1
267,8,48.006596,-102.982686,1,1
268,8,48.006575,-102.983159,1,1
269,8,48.006561,-102.983387,1,1
270,8,48.006576,-102.984253,1,1
271,8,48.006563,-102.985514,1,1
272,8,48.006543,-102.987396,1,1
273,8,48.006536,-102.989349,1,1
274,8,48.006547,-102.989978,1,1
275,8,48.00654,-102.990906,1,1
276,8,48.006557,-102.994391,1,1
277,8,48.006575,-102.9959,1,1
278,8,48.006577,-102.998401,1,1
279,8,48.006577,-103.003635,1,1
280,8,48.006563,-103.006748,-1,1
